Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Fri Apr 1 2022,7:00p,Toronto Raptors,102,Orlando Magic,89,Box Score,,17566,Amway Center,
Fri Apr 1 2022,7:00p,Dallas Mavericks,103,Washington Wizards,135,Box Score,,17745,Capital One Arena,
Fri Apr 1 2022,7:30p,Indiana Pacers,123,Boston Celtics,128,Box Score,,19156,TD Garden,
Fri Apr 1 2022,8:00p,Sacramento Kings,122,Houston Rockets,117,Box Score,,14857,Toyota Center,
Fri Apr 1 2022,8:00p,Phoenix Suns,114,Memphis Grizzlies,122,Box Score,,17794,FedEx Forum,
Fri Apr 1 2022,8:00p,Los Angeles Clippers,153,Milwaukee Bucks,119,Box Score,,18023,Fiserv Forum,
Fri Apr 1 2022,8:00p,Detroit Pistons,110,Oklahoma City Thunder,101,Box Score,,16961,Paycom Center,
Fri Apr 1 2022,8:30p,Portland Trail Blazers,111,San Antonio Spurs,130,Box Score,,17512,AT&T Center,
Fri Apr 1 2022,9:00p,Minnesota Timberwolves,136,Denver Nuggets,130,Box Score,,19612,Ball Arena,
Fri Apr 1 2022,10:30p,New Orleans Pelicans,114,Los Angeles Lakers,111,Box Score,,18997,Crypto.com Arena,
Sat Apr 2 2022,12:30p,Charlotte Hornets,114,Philadelphia 76ers,144,Box Score,,21509,Wells Fargo Center,
Sat Apr 2 2022,1:00p,Cleveland Cavaliers,119,New York Knicks,101,Box Score,,19812,Madison Square Garden (IV),
Sat Apr 2 2022,7:30p,Brooklyn Nets,115,Atlanta Hawks,122,Box Score,,18126,State Farm Arena,
Sat Apr 2 2022,8:00p,Miami Heat,127,Chicago Bulls,109,Box Score,,21697,United Center,
Sat Apr 2 2022,8:30p,Utah Jazz,107,Golden State Warriors,111,Box Score,,18064,Chase Center,
Sun Apr 3 2022,1:00p,Washington Wizards,102,Boston Celtics,144,Box Score,,19156,TD Garden,
Sun Apr 3 2022,1:00p,Dallas Mavericks,118,Milwaukee Bucks,112,Box Score,,17902,Fiserv Forum,
Sun Apr 3 2022,3:30p,Denver Nuggets,129,Los Angeles Lakers,118,Box Score,,18997,Crypto.com Arena,
Sun Apr 3 2022,5:00p,Detroit Pistons,121,Indiana Pacers,117,Box Score,,17407,Gainbridge Fieldhouse,
Sun Apr 3 2022,6:00p,Philadelphia 76ers,112,Cleveland Cavaliers,108,Box Score,,19432,Rocket Mortgage Fieldhouse,
Sun Apr 3 2022,6:00p,New York Knicks,118,Orlando Magic,88,Box Score,,15747,Amway Center,
Sun Apr 3 2022,7:00p,Minnesota Timberwolves,139,Houston Rockets,132,Box Score,,16539,Toyota Center,
Sun Apr 3 2022,7:00p,Phoenix Suns,96,Oklahoma City Thunder,117,Box Score,,17078,Paycom Center,
Sun Apr 3 2022,7:00p,Portland Trail Blazers,92,San Antonio Spurs,113,Box Score,,15816,AT&T Center,
Sun Apr 3 2022,7:00p,Miami Heat,114,Toronto Raptors,109,Box Score,,19800,Scotiabank Arena,
Sun Apr 3 2022,9:00p,Golden State Warriors,109,Sacramento Kings,90,Box Score,,17583,Golden 1 Center,
Sun Apr 3 2022,9:30p,New Orleans Pelicans,100,Los Angeles Clippers,119,Box Score,,16840,Crypto.com Arena,
Tue Apr 5 2022,7:00p,Philadelphia 76ers,131,Indiana Pacers,122,Box Score,,15583,Gainbridge Fieldhouse,
Tue Apr 5 2022,7:00p,Cleveland Cavaliers,115,Orlando Magic,120,Box Score,,16897,Amway Center,
Tue Apr 5 2022,7:30p,Houston Rockets,105,Brooklyn Nets,118,Box Score,,17768,Barclays Center,
Tue Apr 5 2022,7:30p,Charlotte Hornets,115,Miami Heat,144,Box Score,,19600,FTX Arena,
Tue Apr 5 2022,7:30p,Atlanta Hawks,108,Toronto Raptors,118,Box Score,,19800,Scotiabank Arena,
Tue Apr 5 2022,8:00p,Milwaukee Bucks,127,Chicago Bulls,106,Box Score,,20799,United Center,
Tue Apr 5 2022,8:00p,Washington Wizards,132,Minnesota Timberwolves,114,Box Score,,17136,Target Center,
Tue Apr 5 2022,8:00p,Portland Trail Blazers,94,Oklahoma City Thunder,98,Box Score,,14674,Paycom Center,
Tue Apr 5 2022,9:00p,San Antonio Spurs,116,Denver Nuggets,97,Box Score,,17037,Ball Arena,
Tue Apr 5 2022,9:00p,Memphis Grizzlies,115,Utah Jazz,121,Box Score,OT,18306,Vivint Smart Home Arena,
Tue Apr 5 2022,10:00p,New Orleans Pelicans,123,Sacramento Kings,109,Box Score,,16047,Golden 1 Center,
Tue Apr 5 2022,10:30p,Los Angeles Lakers,110,Phoenix Suns,121,Box Score,,17071,Phoenix Suns Arena,
Wed Apr 6 2022,7:00p,Dallas Mavericks,131,Detroit Pistons,113,Box Score,,18422,Little Caesars Arena,
Wed Apr 6 2022,7:30p,Brooklyn Nets,110,New York Knicks,98,Box Score,,19812,Madison Square Garden (IV),
Wed Apr 6 2022,8:00p,Washington Wizards,103,Atlanta Hawks,118,Box Score,,17381,State Farm Arena,
Wed Apr 6 2022,8:00p,Boston Celtics,117,Chicago Bulls,94,Box Score,,21095,United Center,
Wed Apr 6 2022,9:00p,Oklahoma City Thunder,101,Utah Jazz,137,Box Score,,18306,Vivint Smart Home Arena,
Wed Apr 6 2022,10:00p,Phoenix Suns,109,Los Angeles Clippers,113,Box Score,,19068,Crypto.com Arena,
Thu Apr 7 2022,7:00p,Orlando Magic,101,Charlotte Hornets,128,Box Score,,16427,Spectrum Center,
Thu Apr 7 2022,7:30p,Boston Celtics,121,Milwaukee Bucks,127,Box Score,,18046,Fiserv Forum,
Thu Apr 7 2022,7:30p,Philadelphia 76ers,114,Toronto Raptors,119,Box Score,,19800,Scotiabank Arena,
Thu Apr 7 2022,8:00p,San Antonio Spurs,121,Minnesota Timberwolves,127,Box Score,,17136,Target Center,
Thu Apr 7 2022,8:00p,Portland Trail Blazers,94,New Orleans Pelicans,127,Box Score,,12432,Smoothie King Center,
Thu Apr 7 2022,9:00p,Memphis Grizzlies,109,Denver Nuggets,122,Box Score,,19520,Ball Arena,
Thu Apr 7 2022,10:00p,Los Angeles Lakers,112,Golden State Warriors,128,Box Score,,18064,Chase Center,
Fri Apr 8 2022,7:00p,Milwaukee Bucks,131,Detroit Pistons,101,Box Score,,22088,Little Caesars Arena,
Fri Apr 8 2022,7:00p,New York Knicks,114,Washington Wizards,92,Box Score,,19472,Capital One Arena,
Fri Apr 8 2022,7:30p,Cleveland Cavaliers,107,Brooklyn Nets,118,Box Score,,18169,Barclays Center,
Fri Apr 8 2022,7:30p,Houston Rockets,115,Toronto Raptors,117,Box Score,,19800,Scotiabank Arena,
Fri Apr 8 2022,8:00p,Charlotte Hornets,133,Chicago Bulls,117,Box Score,,21461,United Center,
Fri Apr 8 2022,8:00p,Atlanta Hawks,109,Miami Heat,113,Box Score,,19993,FTX Arena,
Fri Apr 8 2022,8:30p,Portland Trail Blazers,78,Dallas Mavericks,128,Box Score,,20174,American Airlines Center,
Fri Apr 8 2022,9:30p,Phoenix Suns,111,Utah Jazz,105,Box Score,,18306,Vivint Smart Home Arena,
Fri Apr 8 2022,10:30p,Oklahoma City Thunder,101,Los Angeles Lakers,120,Box Score,,18997,Crypto.com Arena,
Sat Apr 9 2022,1:00p,Indiana Pacers,120,Philadelphia 76ers,133,Box Score,,21171,Wells Fargo Center,
Sat Apr 9 2022,6:00p,New Orleans Pelicans,114,Memphis Grizzlies,141,Box Score,,17207,FedEx Forum,
Sat Apr 9 2022,8:30p,Golden State Warriors,100,San Antonio Spurs,94,Box Score,,18627,AT&T Center,
Sat Apr 9 2022,9:30p,Sacramento Kings,98,Los Angeles Clippers,117,Box Score,,17568,Crypto.com Arena,
Sun Apr 10 2022,3:30p,Indiana Pacers,126,Brooklyn Nets,134,Box Score,,17967,Barclays Center,
Sun Apr 10 2022,3:30p,Washington Wizards,108,Charlotte Hornets,124,Box Score,,18465,Spectrum Center,
Sun Apr 10 2022,3:30p,Milwaukee Bucks,115,Cleveland Cavaliers,133,Box Score,,19432,Rocket Mortgage Fieldhouse,
Sun Apr 10 2022,3:30p,Atlanta Hawks,130,Houston Rockets,114,Box Score,,18055,Toyota Center,
Sun Apr 10 2022,7:00p,Boston Celtics,139,Memphis Grizzlies,110,Box Score,,17441,FedEx Forum,
Sun Apr 10 2022,7:00p,Toronto Raptors,94,New York Knicks,105,Box Score,,19812,Madison Square Garden (IV),
Sun Apr 10 2022,7:00p,Miami Heat,111,Orlando Magic,125,Box Score,,19253,Amway Center,
Sun Apr 10 2022,7:00p,Detroit Pistons,106,Philadelphia 76ers,118,Box Score,,21459,Wells Fargo Center,
Sun Apr 10 2022,8:30p,Chicago Bulls,124,Minnesota Timberwolves,120,Box Score,,17136,Target Center,
Sun Apr 10 2022,9:30p,San Antonio Spurs,120,Dallas Mavericks,130,Box Score,,20270,American Airlines Center,
Sun Apr 10 2022,9:30p,Los Angeles Lakers,146,Denver Nuggets,141,Box Score,OT,19520,Ball Arena,
Sun Apr 10 2022,9:30p,Oklahoma City Thunder,88,Los Angeles Clippers,138,Box Score,,18210,Crypto.com Arena,
Sun Apr 10 2022,9:30p,Golden State Warriors,128,New Orleans Pelicans,107,Box Score,,16595,Smoothie King Center,
Sun Apr 10 2022,9:30p,Sacramento Kings,116,Phoenix Suns,109,Box Score,,17071,Phoenix Suns Arena,
Sun Apr 10 2022,9:30p,Utah Jazz,111,Portland Trail Blazers,80,Box Score,,18123,Moda Center,
Tue Apr 12 2022,7:00p,Cleveland Cavaliers,108,Brooklyn Nets,115,Box Score,,17732,Barclays Center,Play-In Game
Tue Apr 12 2022,9:30p,Los Angeles Clippers,104,Minnesota Timberwolves,109,Box Score,,17136,Target Center,Play-In Game
Wed Apr 13 2022,7:00p,Charlotte Hornets,103,Atlanta Hawks,132,Box Score,,18137,State Farm Arena,Play-In Game
Wed Apr 13 2022,9:30p,San Antonio Spurs,103,New Orleans Pelicans,113,Box Score,,18610,Smoothie King Center,Play-In Game
Fri Apr 15 2022,7:30p,Atlanta Hawks,107,Cleveland Cavaliers,101,Box Score,,19432,Rocket Mortgage Fieldhouse,Play-In Game
Fri Apr 15 2022,10:00p,New Orleans Pelicans,105,Los Angeles Clippers,101,Box Score,,19068,Crypto.com Arena,Play-In Game
Sat Apr 16 2022,1:00p,Utah Jazz,99,Dallas Mavericks,93,Box Score,,20013,American Airlines Center,
Sat Apr 16 2022,3:30p,Minnesota Timberwolves,130,Memphis Grizzlies,117,Box Score,,17794,FedEx Forum,
Sat Apr 16 2022,6:00p,Toronto Raptors,111,Philadelphia 76ers,131,Box Score,,20610,Wells Fargo Center,
Sat Apr 16 2022,8:30p,Denver Nuggets,107,Golden State Warriors,123,Box Score,,18064,Chase Center,
Sun Apr 17 2022,1:00p,Atlanta Hawks,91,Miami Heat,115,Box Score,,19514,FTX Arena,
Sun Apr 17 2022,3:30p,Brooklyn Nets,114,Boston Celtics,115,Box Score,,19156,TD Garden,
Sun Apr 17 2022,6:30p,Chicago Bulls,86,Milwaukee Bucks,93,Box Score,,17717,Fiserv Forum,
Sun Apr 17 2022,9:00p,New Orleans Pelicans,99,Phoenix Suns,110,Box Score,,17071,Phoenix Suns Arena,
Mon Apr 18 2022,7:30p,Toronto Raptors,97,Philadelphia 76ers,112,Box Score,,20974,Wells Fargo Center,
Mon Apr 18 2022,8:30p,Utah Jazz,104,Dallas Mavericks,110,Box Score,,20113,American Airlines Center,
Mon Apr 18 2022,10:00p,Denver Nuggets,106,Golden State Warriors,126,Box Score,,18064,Chase Center,
Tue Apr 19 2022,7:30p,Atlanta Hawks,105,Miami Heat,115,Box Score,,19950,FTX Arena,
Tue Apr 19 2022,8:30p,Minnesota Timberwolves,96,Memphis Grizzlies,124,Box Score,,17794,FedEx Forum,
Tue Apr 19 2022,10:00p,New Orleans Pelicans,125,Phoenix Suns,114,Box Score,,17071,Phoenix Suns Arena,
Wed Apr 20 2022,7:00p,Brooklyn Nets,107,Boston Celtics,114,Box Score,,19156,TD Garden,
Wed Apr 20 2022,8:00p,Philadelphia 76ers,104,Toronto Raptors,101,Box Score,OT,19800,Scotiabank Arena,
Wed Apr 20 2022,9:30p,Chicago Bulls,114,Milwaukee Bucks,110,Box Score,,17688,Fiserv Forum,
Thu Apr 21 2022,7:30p,Memphis Grizzlies,104,Minnesota Timberwolves,95,Box Score,,19634,Target Center,
Thu Apr 21 2022,9:00p,Dallas Mavericks,126,Utah Jazz,118,Box Score,,18306,Vivint Smart Home Arena,
Thu Apr 21 2022,10:00p,Golden State Warriors,118,Denver Nuggets,113,Box Score,,19627,Ball Arena,
Fri Apr 22 2022,7:45p,Miami Heat,110,Atlanta Hawks,111,Box Score,,18421,State Farm Arena,
Fri Apr 22 2022,8:30p,Milwaukee Bucks,111,Chicago Bulls,81,Box Score,,22667,United Center,
Fri Apr 22 2022,10:00p,Phoenix Suns,114,New Orleans Pelicans,111,Box Score,,18962,Smoothie King Center,
Sat Apr 23 2022,2:00p,Philadelphia 76ers,102,Toronto Raptors,110,Box Score,,19800,Scotiabank Arena,
Sat Apr 23 2022,4:30p,Dallas Mavericks,99,Utah Jazz,100,Box Score,,18306,Vivint Smart Home Arena,
Sat Apr 23 2022,7:30p,Boston Celtics,109,Brooklyn Nets,103,Box Score,,18175,Barclays Center,
Sat Apr 23 2022,10:00p,Memphis Grizzlies,118,Minnesota Timberwolves,119,Box Score,,19832,Target Center,
Sun Apr 24 2022,1:00p,Milwaukee Bucks,119,Chicago Bulls,95,Box Score,,22020,United Center,
Sun Apr 24 2022,3:30p,Golden State Warriors,121,Denver Nuggets,126,Box Score,,19628,Ball Arena,
Sun Apr 24 2022,7:00p,Miami Heat,110,Atlanta Hawks,86,Box Score,,18951,State Farm Arena,
Sun Apr 24 2022,9:30p,Phoenix Suns,103,New Orleans Pelicans,118,Box Score,,18962,Smoothie King Center,
Mon Apr 25 2022,7:00p,Boston Celtics,116,Brooklyn Nets,112,Box Score,,18099,Barclays Center,
Mon Apr 25 2022,8:00p,Toronto Raptors,103,Philadelphia 76ers,88,Box Score,,20517,Wells Fargo Center,
Mon Apr 25 2022,9:30p,Utah Jazz,77,Dallas Mavericks,102,Box Score,,20577,American Airlines Center,
Tue Apr 26 2022,7:00p,Atlanta Hawks,94,Miami Heat,97,Box Score,,19553,FTX Arena,
Tue Apr 26 2022,7:30p,Minnesota Timberwolves,109,Memphis Grizzlies,111,Box Score,,17794,FedEx Forum,
Tue Apr 26 2022,10:00p,New Orleans Pelicans,97,Phoenix Suns,112,Box Score,,17071,Phoenix Suns Arena,
Wed Apr 27 2022,7:30p,Chicago Bulls,100,Milwaukee Bucks,116,Box Score,,17506,Fiserv Forum,
Wed Apr 27 2022,10:00p,Denver Nuggets,98,Golden State Warriors,102,Box Score,,18064,Chase Center,
Thu Apr 28 2022,7:00p,Philadelphia 76ers,132,Toronto Raptors,97,Box Score,,19800,Scotiabank Arena,
Thu Apr 28 2022,7:30p,Phoenix Suns,115,New Orleans Pelicans,109,Box Score,,18710,Smoothie King Center,
Thu Apr 28 2022,10:00p,Dallas Mavericks,98,Utah Jazz,96,Box Score,,18306,Vivint Smart Home Arena,
Fri Apr 29 2022,9:00p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,20323,Target Center,